@RELATION TrainingDataset

@ATTRIBUTE code_module {AAA,BBB,CCC,DDD,EEE,FFF,GGG}
@ATTRIBUTE code_presentation {2013B,2013J,2014B}
@ATTRIBUTE id_student REAL
@ATTRIBUTE gender {F,M}
@ATTRIBUTE region {East_Anglian_Region,East_Midlands_Region,Ireland,London_Region,North_Region,North_Western_Region,Scotland,South_East_Region,South_Region,South_West_Region,Wales,West_Midlands_Region,Yorkshire_Region}
@ATTRIBUTE highest_education {A_Level_or_Equivalent,HE_Qualification,Lower_Than_A_Level,No_Formal_quals,Post_Graduate_Qualification}
@ATTRIBUTE course_length_in_percent {0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100}
@ATTRIBUTE age_band {0-35,35-55,above_55}
@ATTRIBUTE num_of_prev_attempts REAL
@ATTRIBUTE studied_credits REAL
@ATTRIBUTE disability {N,Y}
@ATTRIBUTE final_result {Distinction,Fail,Pass,Withdrawn}

@DATA
BBB,2013B,143854,F,West_Midlands_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Withdrawn
BBB,2013B,145544,M,East_Midlands_Region,A_Level_or_Equivalent,20-30,0-35,0,60,N,Pass
BBB,2013B,147876,M,South_West_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Fail
BBB,2013B,151697,F,East_Midlands_Region,A_Level_or_Equivalent,90-100,0-35,0,60,Y,Pass
BBB,2013B,152153,F,East_Anglian_Region,Lower_Than_A_Level,40-50,0-35,1,60,N,Withdrawn
BBB,2013B,152929,F,North_Western_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Pass
BBB,2013B,153212,F,South_West_Region,Lower_Than_A_Level,40-50,35-55,1,120,N,Distinction
BBB,2013B,153704,F,West_Midlands_Region,Lower_Than_A_Level,0-10,0-35,1,120,N,Withdrawn
BBB,2013B,154027,F,South_East_Region,Lower_Than_A_Level,70-80,0-35,0,60,N,Pass
BBB,2013B,154125,F,Yorkshire_Region,A_Level_or_Equivalent,50-60,0-35,0,60,N,Fail
BBB,2013B,154540,F,North_Western_Region,HE_Qualification,50-60,0-35,0,60,N,Pass
BBB,2013B,155735,F,West_Midlands_Region,Lower_Than_A_Level,0-10,0-35,1,60,N,Withdrawn
BBB,2013B,156835,F,London_Region,A_Level_or_Equivalent,40-50,35-55,0,60,N,Pass
BBB,2013B,161678,F,North_Western_Region,Lower_Than_A_Level,0-10,0-35,1,60,N,Fail
BBB,2013B,165243,M,Wales,A_Level_or_Equivalent,50-60,35-55,0,60,N,Pass
BBB,2013B,169515,F,East_Anglian_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Withdrawn
BBB,2013B,170356,F,East_Anglian_Region,Lower_Than_A_Level,20-30,35-55,0,120,N,Withdrawn
BBB,2013B,171377,F,West_Midlands_Region,Lower_Than_A_Level,60-70,0-35,2,120,N,Fail
BBB,2013B,173316,F,London_Region,A_Level_or_Equivalent,10-20,0-35,0,60,N,Fail
BBB,2013B,173335,F,North_Western_Region,Lower_Than_A_Level,40-50,0-35,1,60,N,Fail
BBB,2013B,174321,F,Ireland,A_Level_or_Equivalent,80-90,0-35,1,270,N,Withdrawn
BBB,2013B,177639,F,Wales,Lower_Than_A_Level,10-20,0-35,1,150,N,Withdrawn
BBB,2013B,179605,F,South_West_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Withdrawn
BBB,2013B,182824,F,East_Anglian_Region,Lower_Than_A_Level,0-10,35-55,2,120,N,Pass
BBB,2013B,183806,F,South_West_Region,A_Level_or_Equivalent,80-90,35-55,1,225,Y,Fail
BBB,2013B,185240,F,West_Midlands_Region,Lower_Than_A_Level,40-50,35-55,1,120,N,Withdrawn
BBB,2013B,185349,F,Scotland,Lower_Than_A_Level,30-40,35-55,2,60,N,Pass
BBB,2013B,186670,F,Yorkshire_Region,HE_Qualification,40-50,35-55,1,60,N,Fail
BBB,2013B,186780,F,North_Western_Region,A_Level_or_Equivalent,10-20,35-55,2,120,Y,Withdrawn
BBB,2013B,186988,F,Yorkshire_Region,Lower_Than_A_Level,0-10,0-35,2,60,N,Fail
BBB,2013B,187793,F,North_Western_Region,Lower_Than_A_Level,10-20,35-55,1,120,Y,Fail
BBB,2013B,188152,M,South_East_Region,Lower_Than_A_Level,50-60,0-35,0,120,N,Distinction
BBB,2013B,192424,M,Wales,A_Level_or_Equivalent,70-80,35-55,0,120,N,Pass
BBB,2013B,193822,F,Wales,Lower_Than_A_Level,10-20,35-55,0,60,Y,Pass
CCC,2014B,28418,F,West_Midlands_Region,A_Level_or_Equivalent,20-30,0-35,0,30,N,Fail
CCC,2014B,29764,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,0,90,N,Distinction
CCC,2014B,29820,M,East_Anglian_Region,HE_Qualification,40-50,0-35,0,60,N,Pass
CCC,2014B,40333,M,North_Region,HE_Qualification,0-10,35-55,0,30,N,Withdrawn
CCC,2014B,42638,M,Scotland,HE_Qualification,90-100,35-55,0,60,N,Pass
CCC,2014B,45664,M,Yorkshire_Region,HE_Qualification,60-70,0-35,0,60,N,Withdrawn
CCC,2014B,46605,M,East_Anglian_Region,HE_Qualification,60-70,35-55,0,60,N,Distinction
CCC,2014B,50263,M,West_Midlands_Region,HE_Qualification,80-90,35-55,0,60,N,Withdrawn
CCC,2014B,51576,F,London_Region,Lower_Than_A_Level,10-20,0-35,0,90,N,Withdrawn
CCC,2014B,54391,M,South_West_Region,Lower_Than_A_Level,10-20,0-35,0,60,N,Withdrawn
CCC,2014B,57340,F,East_Anglian_Region,A_Level_or_Equivalent,20-30,0-35,0,120,N,Pass
CCC,2014B,59541,M,East_Anglian_Region,A_Level_or_Equivalent,40-50,0-35,0,30,Y,Withdrawn
CCC,2014B,62278,M,West_Midlands_Region,A_Level_or_Equivalent,30-40,0-35,0,40,N,Fail
CCC,2014B,64296,M,Scotland,HE_Qualification,20-30,0-35,0,60,N,Fail
CCC,2014B,69489,M,South_West_Region,Lower_Than_A_Level,80-90,0-35,0,150,N,Withdrawn
CCC,2014B,69494,F,Yorkshire_Region,No_Formal_quals,20-30,0-35,0,80,N,Withdrawn
CCC,2014B,69703,M,Yorkshire_Region,Lower_Than_A_Level,20-30,0-35,0,120,N,Pass
CCC,2014B,70381,M,Scotland,HE_Qualification,30-40,35-55,0,30,N,Pass
CCC,2014B,70771,M,Scotland,HE_Qualification,40-50,0-35,0,60,N,Withdrawn
CCC,2014B,74290,M,Scotland,Lower_Than_A_Level,10-20,0-35,0,60,N,Withdrawn
CCC,2014B,75454,M,South_West_Region,A_Level_or_Equivalent,80-90,0-35,0,120,N,Pass
CCC,2014B,75469,M,East_Midlands_Region,A_Level_or_Equivalent,80-90,0-35,0,210,N,Withdrawn
CCC,2014B,75728,F,South_West_Region,HE_Qualification,30-40,35-55,0,30,N,Fail
CCC,2014B,79461,M,Scotland,A_Level_or_Equivalent,70-80,0-35,0,90,N,Withdrawn
CCC,2014B,80329,M,South_Region,Lower_Than_A_Level,80-90,0-35,0,120,N,Withdrawn
CCC,2014B,82575,M,West_Midlands_Region,HE_Qualification,80-90,0-35,0,30,N,Distinction
CCC,2014B,83219,F,West_Midlands_Region,A_Level_or_Equivalent,0-10,0-35,0,60,N,Pass
CCC,2014B,83453,M,West_Midlands_Region,HE_Qualification,40-50,35-55,0,30,N,Withdrawn
CCC,2014B,84299,M,London_Region,A_Level_or_Equivalent,20-30,0-35,0,120,N,Withdrawn
CCC,2014B,86047,F,Wales,HE_Qualification,20-30,0-35,0,30,N,Withdrawn
CCC,2014B,94484,M,West_Midlands_Region,Lower_Than_A_Level,20-30,35-55,0,120,Y,Pass
CCC,2014B,95906,F,East_Midlands_Region,A_Level_or_Equivalent,50-60,0-35,0,120,N,Pass
CCC,2014B,96538,M,North_Region,Lower_Than_A_Level,0-10,0-35,0,60,N,Fail
CCC,2014B,97486,M,North_Western_Region,HE_Qualification,70-80,35-55,0,60,N,Withdrawn
CCC,2014B,100621,M,West_Midlands_Region,A_Level_or_Equivalent,50-60,35-55,0,60,N,Withdrawn
CCC,2014B,105523,M,Scotland,HE_Qualification,60-70,35-55,0,90,N,Pass
CCC,2014B,107028,M,East_Midlands_Region,Lower_Than_A_Level,10-20,0-35,0,90,N,Withdrawn
CCC,2014B,107339,F,Scotland,HE_Qualification,10-20,0-35,0,60,N,Pass
CCC,2014B,108834,M,West_Midlands_Region,A_Level_or_Equivalent,10-20,0-35,0,90,N,Withdrawn
CCC,2014B,108947,M,Scotland,Lower_Than_A_Level,0-10,0-35,0,120,N,Withdrawn
CCC,2014B,116174,M,London_Region,A_Level_or_Equivalent,40-50,35-55,0,90,N,Withdrawn
CCC,2014B,116518,M,London_Region,HE_Qualification,30-40,0-35,0,80,N,Pass
CCC,2014B,117232,M,Ireland,A_Level_or_Equivalent,20-30,0-35,0,90,N,Pass
CCC,2014B,118098,M,East_Midlands_Region,HE_Qualification,60-70,0-35,0,30,N,Fail
CCC,2014B,119353,M,North_Region,A_Level_or_Equivalent,30-40,35-55,0,90,N,Withdrawn
CCC,2014B,119729,M,East_Anglian_Region,HE_Qualification,90-100,35-55,0,30,N,Withdrawn
CCC,2014B,122392,M,London_Region,A_Level_or_Equivalent,10-20,35-55,0,60,N,Pass
CCC,2014B,123598,M,Scotland,A_Level_or_Equivalent,50-60,0-35,0,90,Y,Withdrawn
CCC,2014B,124124,F,Scotland,Lower_Than_A_Level,20-30,0-35,0,60,N,Withdrawn
CCC,2014B,124193,M,East_Anglian_Region,HE_Qualification,40-50,35-55,0,30,N,Distinction
CCC,2014B,126337,M,West_Midlands_Region,Lower_Than_A_Level,20-30,0-35,0,75,N,Withdrawn
CCC,2014B,126394,M,Wales,A_Level_or_Equivalent,90-100,0-35,0,120,N,Pass
CCC,2014B,126395,M,London_Region,A_Level_or_Equivalent,20-30,0-35,0,30,Y,Pass
CCC,2014B,128510,F,Scotland,Lower_Than_A_Level,50-60,0-35,0,180,N,Withdrawn
CCC,2014B,129198,F,North_Western_Region,HE_Qualification,20-30,35-55,0,150,Y,Withdrawn
CCC,2014B,129638,F,London_Region,Lower_Than_A_Level,30-40,35-55,0,30,N,Withdrawn
CCC,2014B,129878,M,East_Midlands_Region,Lower_Than_A_Level,40-50,35-55,0,45,N,Fail
CCC,2014B,131145,M,South_West_Region,A_Level_or_Equivalent,40-50,0-35,0,90,N,Distinction
CCC,2014B,131695,F,East_Midlands_Region,Lower_Than_A_Level,0-10,0-35,0,120,N,Withdrawn
CCC,2014B,131933,M,Scotland,Post_Graduate_Qualification,60-70,35-55,0,30,N,Withdrawn
CCC,2014B,132191,M,West_Midlands_Region,A_Level_or_Equivalent,50-60,0-35,0,60,Y,Withdrawn
CCC,2014B,133104,M,London_Region,Lower_Than_A_Level,10-20,0-35,0,120,Y,Distinction
CCC,2014B,134025,M,London_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Withdrawn
CCC,2014B,135330,M,Scotland,HE_Qualification,90-100,35-55,0,60,N,Fail
CCC,2014B,135792,M,South_West_Region,Lower_Than_A_Level,50-60,0-35,0,60,N,Fail
CCC,2014B,139190,M,East_Midlands_Region,Lower_Than_A_Level,50-60,0-35,0,150,N,Withdrawn
CCC,2014B,142935,F,London_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Pass
CCC,2014B,145282,M,Yorkshire_Region,Lower_Than_A_Level,60-70,0-35,0,60,N,Distinction
CCC,2014B,146125,M,Yorkshire_Region,Lower_Than_A_Level,80-90,0-35,0,60,N,Withdrawn
CCC,2014B,147675,M,West_Midlands_Region,A_Level_or_Equivalent,70-80,35-55,0,30,N,Withdrawn
CCC,2014B,151549,M,West_Midlands_Region,Lower_Than_A_Level,70-80,35-55,0,30,N,Fail
CCC,2014B,152428,F,West_Midlands_Region,A_Level_or_Equivalent,20-30,0-35,0,120,N,Pass
CCC,2014B,152962,F,East_Anglian_Region,A_Level_or_Equivalent,80-90,35-55,0,30,N,Pass
CCC,2014B,153687,F,South_Region,A_Level_or_Equivalent,60-70,35-55,0,400,N,Withdrawn
CCC,2014B,153788,M,North_Western_Region,No_Formal_quals,20-30,0-35,0,90,N,Withdrawn
CCC,2014B,155067,M,North_Western_Region,Lower_Than_A_Level,0-10,35-55,0,45,N,Fail
CCC,2014B,155963,M,North_Region,A_Level_or_Equivalent,10-20,0-35,0,60,N,Distinction
CCC,2014B,157310,F,Yorkshire_Region,Lower_Than_A_Level,40-50,0-35,0,210,N,Withdrawn
CCC,2014B,160300,M,East_Anglian_Region,A_Level_or_Equivalent,10-20,35-55,0,60,N,Pass
CCC,2014B,162650,M,West_Midlands_Region,HE_Qualification,40-50,35-55,0,30,N,Fail
CCC,2014B,165647,F,Scotland,A_Level_or_Equivalent,30-40,0-35,0,120,N,Withdrawn
CCC,2014B,165733,M,Scotland,A_Level_or_Equivalent,20-30,0-35,0,90,Y,Withdrawn
CCC,2014B,166160,F,South_Region,HE_Qualification,80-90,0-35,0,30,N,Distinction
CCC,2014B,167791,M,North_Western_Region,A_Level_or_Equivalent,20-30,35-55,0,60,N,Pass
CCC,2014B,168178,M,London_Region,A_Level_or_Equivalent,40-50,35-55,0,30,Y,Pass
CCC,2014B,169380,M,East_Midlands_Region,A_Level_or_Equivalent,50-60,35-55,0,60,N,Pass
CCC,2014B,170025,F,East_Anglian_Region,HE_Qualification,90-100,0-35,0,60,N,Withdrawn
CCC,2014B,170864,M,Scotland,HE_Qualification,90-100,35-55,0,60,Y,Distinction
CCC,2014B,171896,F,South_East_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Withdrawn
CCC,2014B,172301,M,East_Midlands_Region,Lower_Than_A_Level,0-10,0-35,0,60,N,Withdrawn
CCC,2014B,172965,M,Scotland,Post_Graduate_Qualification,60-70,35-55,0,150,N,Distinction
CCC,2014B,174807,F,South_West_Region,HE_Qualification,20-30,35-55,0,90,N,Withdrawn
CCC,2014B,175490,F,South_Region,HE_Qualification,40-50,0-35,0,60,N,Distinction
CCC,2014B,177967,M,Scotland,A_Level_or_Equivalent,0-10,0-35,0,30,N,Pass
CCC,2014B,178072,M,South_East_Region,A_Level_or_Equivalent,0-10,0-35,0,60,N,Withdrawn
CCC,2014B,178654,F,Scotland,HE_Qualification,60-70,35-55,0,30,N,Withdrawn
DDD,2013B,24213,F,East_Anglian_Region,A_Level_or_Equivalent,40-50,0-35,0,90,N,Withdrawn
DDD,2013B,40419,M,East_Midlands_Region,Lower_Than_A_Level,20-30,35-55,0,60,N,Withdrawn
DDD,2013B,41060,M,Ireland,HE_Qualification,70-80,0-35,0,60,N,Fail
DDD,2013B,43284,M,East_Midlands_Region,Lower_Than_A_Level,80-90,0-35,2,180,N,Withdrawn
DDD,2013B,45664,M,Yorkshire_Region,HE_Qualification,60-70,0-35,1,60,N,Pass
DDD,2013B,52014,F,Wales,Lower_Than_A_Level,0-10,35-55,2,120,N,Fail
DDD,2013B,53488,F,East_Anglian_Region,HE_Qualification,90-100,0-35,0,60,N,Pass
DDD,2013B,53895,M,North_Region,A_Level_or_Equivalent,60-70,35-55,1,60,N,Withdrawn
DDD,2013B,55242,F,North_Western_Region,Lower_Than_A_Level,30-40,0-35,0,60,N,Fail
DDD,2013B,57359,M,East_Midlands_Region,HE_Qualification,40-50,35-55,0,60,N,Withdrawn
DDD,2013B,66579,M,South_Region,Lower_Than_A_Level,40-50,35-55,0,60,N,Fail
DDD,2013B,67602,M,Ireland,Lower_Than_A_Level,30-40,0-35,1,60,N,Pass
DDD,2013B,67785,F,London_Region,Lower_Than_A_Level,20-30,0-35,0,120,Y,Pass
DDD,2013B,69491,F,East_Anglian_Region,Lower_Than_A_Level,80-90,0-35,4,60,N,Pass
DDD,2013B,72451,M,East_Midlands_Region,Lower_Than_A_Level,90-100,0-35,0,60,N,Withdrawn
DDD,2013B,76536,F,West_Midlands_Region,Lower_Than_A_Level,60-70,0-35,1,120,N,Fail
DDD,2013B,77763,M,East_Anglian_Region,HE_Qualification,20-30,35-55,0,150,N,Pass
DDD,2013B,81351,M,Scotland,HE_Qualification,90-100,35-55,1,60,Y,Fail
DDD,2013B,86047,F,Wales,HE_Qualification,20-30,0-35,0,60,N,Pass
DDD,2013B,87107,F,South_West_Region,HE_Qualification,70-80,0-35,0,60,N,Pass
DDD,2013B,89051,M,North_Western_Region,A_Level_or_Equivalent,30-40,35-55,0,120,Y,Pass
DDD,2013B,90836,M,West_Midlands_Region,A_Level_or_Equivalent,50-60,0-35,0,180,Y,Fail
DDD,2013B,92775,F,North_Region,Lower_Than_A_Level,0-10,0-35,1,60,Y,Fail
DDD,2013B,94923,F,Scotland,Lower_Than_A_Level,30-40,0-35,2,90,N,Fail
DDD,2013B,94964,F,South_West_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Fail
DDD,2013B,95356,F,Scotland,HE_Qualification,20-30,0-35,0,90,N,Withdrawn
DDD,2013B,96592,F,London_Region,HE_Qualification,20-30,0-35,0,60,N,Pass
DDD,2013B,96945,M,West_Midlands_Region,A_Level_or_Equivalent,30-40,0-35,0,90,N,Withdrawn
DDD,2013B,103904,M,South_Region,HE_Qualification,70-80,0-35,0,60,N,Distinction
DDD,2013B,108565,M,South_West_Region,A_Level_or_Equivalent,20-30,0-35,0,60,N,Withdrawn
DDD,2013B,110200,F,London_Region,Lower_Than_A_Level,70-80,0-35,0,90,N,Fail
DDD,2013B,111113,M,North_Region,Lower_Than_A_Level,30-40,0-35,0,60,N,Fail
DDD,2013B,111360,M,West_Midlands_Region,HE_Qualification,30-40,0-35,2,120,N,Withdrawn
DDD,2013B,112245,M,South_Region,HE_Qualification,90-100,35-55,0,60,N,Pass
DDD,2013B,117435,M,South_West_Region,Lower_Than_A_Level,30-40,0-35,0,90,Y,Withdrawn
DDD,2013B,117862,M,West_Midlands_Region,A_Level_or_Equivalent,10-20,0-35,1,60,N,Withdrawn
DDD,2013B,117939,F,South_East_Region,Lower_Than_A_Level,90-100,35-55,0,60,N,Withdrawn
DDD,2013B,121000,F,Wales,Lower_Than_A_Level,40-50,0-35,0,270,Y,Fail
DDD,2013B,121390,M,North_Western_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Fail
DDD,2013B,124728,F,North_Western_Region,A_Level_or_Equivalent,10-20,35-55,0,150,Y,Withdrawn
DDD,2013B,125677,M,East_Anglian_Region,A_Level_or_Equivalent,80-90,35-55,3,150,N,Withdrawn
DDD,2013B,126912,M,East_Midlands_Region,A_Level_or_Equivalent,80-90,35-55,1,60,N,Fail
DDD,2013B,128678,F,London_Region,A_Level_or_Equivalent,40-50,35-55,1,90,N,Fail
DDD,2013B,128965,M,South_West_Region,A_Level_or_Equivalent,60-70,above_55,0,120,N,Withdrawn
DDD,2013B,130003,F,East_Anglian_Region,Lower_Than_A_Level,0-10,0-35,2,60,N,Fail
DDD,2013B,131145,M,South_West_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Pass
DDD,2013B,131235,M,Yorkshire_Region,Lower_Than_A_Level,70-80,35-55,0,60,N,Withdrawn
DDD,2013B,131609,M,North_Western_Region,Lower_Than_A_Level,40-50,35-55,0,90,N,Withdrawn
DDD,2013B,134025,M,London_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Distinction
DDD,2013B,134188,M,South_West_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Pass
DDD,2013B,134336,M,Scotland,A_Level_or_Equivalent,80-90,0-35,0,60,N,Fail
DDD,2013B,137603,M,Wales,Post_Graduate_Qualification,80-90,35-55,0,60,N,Pass
DDD,2013B,138709,M,North_Region,Lower_Than_A_Level,10-20,0-35,0,60,Y,Withdrawn
DDD,2013B,141766,F,Yorkshire_Region,A_Level_or_Equivalent,70-80,0-35,1,120,N,Withdrawn
DDD,2013B,142819,M,West_Midlands_Region,A_Level_or_Equivalent,40-50,0-35,0,90,N,Pass
DDD,2013B,142998,F,North_Western_Region,HE_Qualification,20-30,35-55,0,120,Y,Withdrawn
DDD,2013B,144923,M,Scotland,Lower_Than_A_Level,70-80,35-55,1,120,N,Fail
DDD,2013B,146089,M,North_Western_Region,HE_Qualification,0-10,0-35,0,60,N,Fail
DDD,2013B,146651,M,South_Region,A_Level_or_Equivalent,40-50,0-35,2,60,N,Fail
DDD,2013B,147307,M,Yorkshire_Region,Lower_Than_A_Level,80-90,35-55,1,60,N,Withdrawn
DDD,2013B,150578,F,North_Region,Lower_Than_A_Level,60-70,35-55,0,60,N,Fail
DDD,2013B,157298,M,South_East_Region,Lower_Than_A_Level,20-30,35-55,0,60,N,Pass
DDD,2013B,159596,M,South_West_Region,HE_Qualification,80-90,0-35,0,60,N,Withdrawn
DDD,2013B,159925,F,London_Region,A_Level_or_Equivalent,80-90,0-35,2,70,N,Pass
DDD,2013B,160005,F,Scotland,HE_Qualification,10-20,35-55,0,60,N,Pass
DDD,2013B,160401,M,Yorkshire_Region,A_Level_or_Equivalent,80-90,0-35,1,60,N,Withdrawn
DDD,2013B,162984,M,London_Region,No_Formal_quals,20-30,35-55,2,220,N,Withdrawn
DDD,2013B,163067,F,South_East_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Pass
DDD,2013B,165733,M,Scotland,A_Level_or_Equivalent,20-30,0-35,0,60,Y,Fail
DDD,2013B,166713,M,North_Region,Lower_Than_A_Level,30-40,0-35,0,60,N,Pass
DDD,2013B,166988,F,London_Region,HE_Qualification,70-80,0-35,0,90,N,Pass
DDD,2013B,167123,M,South_East_Region,Lower_Than_A_Level,20-30,0-35,1,160,N,Withdrawn
DDD,2013B,167717,M,London_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Fail
DDD,2013B,168243,M,Wales,Lower_Than_A_Level,20-30,0-35,2,180,Y,Withdrawn
DDD,2013B,169894,M,South_West_Region,HE_Qualification,20-30,0-35,0,60,N,Withdrawn
DDD,2013B,170025,F,East_Anglian_Region,HE_Qualification,90-100,0-35,0,60,N,Pass
DDD,2013B,171896,F,South_East_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Pass
DDD,2013B,173004,F,Ireland,HE_Qualification,60-70,0-35,0,90,N,Withdrawn
DDD,2013B,176092,F,South_West_Region,A_Level_or_Equivalent,80-90,35-55,0,70,N,Pass
DDD,2013B,177333,F,Scotland,Lower_Than_A_Level,30-40,0-35,0,120,N,Pass
DDD,2013B,177817,M,East_Midlands_Region,HE_Qualification,80-90,0-35,0,120,N,Withdrawn
DDD,2013B,177981,F,Scotland,HE_Qualification,40-50,0-35,1,60,N,Pass
DDD,2013B,178639,M,North_Western_Region,Lower_Than_A_Level,0-10,35-55,0,60,N,Fail
DDD,2013B,179892,F,London_Region,HE_Qualification,10-20,0-35,0,60,N,Pass
DDD,2013B,180667,M,North_Western_Region,A_Level_or_Equivalent,60-70,35-55,0,60,N,Pass
DDD,2013B,180958,M,Scotland,A_Level_or_Equivalent,10-20,0-35,1,150,Y,Pass
DDD,2013B,183714,M,South_West_Region,Lower_Than_A_Level,40-50,0-35,0,60,Y,Pass
DDD,2013B,184968,F,South_East_Region,Lower_Than_A_Level,70-80,0-35,1,120,N,Withdrawn
DDD,2013B,187623,M,East_Midlands_Region,A_Level_or_Equivalent,70-80,0-35,0,60,N,Fail
DDD,2013B,191195,F,Scotland,Lower_Than_A_Level,10-20,0-35,0,120,Y,Fail
DDD,2013B,191398,M,North_Western_Region,Lower_Than_A_Level,30-40,0-35,1,210,N,Withdrawn
DDD,2013B,191491,F,South_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Withdrawn
DDD,2013B,191896,F,London_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Fail
DDD,2013B,191972,M,Ireland,A_Level_or_Equivalent,40-50,0-35,4,120,N,Pass
DDD,2013B,192196,M,London_Region,Lower_Than_A_Level,40-50,35-55,0,60,N,Pass
DDD,2013B,196266,F,Scotland,Lower_Than_A_Level,10-20,0-35,0,240,N,Fail
DDD,2013B,196902,F,Wales,A_Level_or_Equivalent,70-80,0-35,3,60,N,Withdrawn
DDD,2013B,198470,F,South_West_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Withdrawn
EEE,2013J,26915,M,Wales,Lower_Than_A_Level,0-10,35-55,0,30,N,Fail
EEE,2013J,32553,M,North_Western_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Withdrawn
EEE,2013J,35355,M,Wales,Lower_Than_A_Level,0-10,35-55,0,30,N,Pass
EEE,2013J,40508,M,West_Midlands_Region,A_Level_or_Equivalent,40-50,35-55,0,90,N,Withdrawn
EEE,2013J,42638,M,Scotland,HE_Qualification,90-100,35-55,0,60,N,Pass
EEE,2013J,43564,M,Scotland,HE_Qualification,80-90,35-55,0,60,N,Pass
EEE,2013J,54062,M,East_Anglian_Region,A_Level_or_Equivalent,30-40,0-35,0,30,N,Distinction
EEE,2013J,63112,M,South_East_Region,Lower_Than_A_Level,80-90,35-55,0,60,N,Pass
EEE,2013J,66713,M,South_Region,A_Level_or_Equivalent,90-100,0-35,0,60,N,Pass
EEE,2013J,70214,M,Wales,Lower_Than_A_Level,70-80,0-35,0,120,N,Pass
EEE,2013J,76579,F,Yorkshire_Region,HE_Qualification,10-20,0-35,0,60,N,Withdrawn
EEE,2013J,88568,M,North_Western_Region,HE_Qualification,70-80,35-55,0,30,N,Pass
EEE,2013J,96873,M,North_Western_Region,A_Level_or_Equivalent,70-80,0-35,0,30,N,Fail
EEE,2013J,100758,F,London_Region,A_Level_or_Equivalent,10-20,0-35,0,150,N,Withdrawn
EEE,2013J,101414,M,Yorkshire_Region,Lower_Than_A_Level,70-80,35-55,0,105,N,Withdrawn
EEE,2013J,105168,M,Scotland,HE_Qualification,70-80,0-35,0,90,N,Fail
EEE,2013J,107339,F,Scotland,HE_Qualification,10-20,0-35,0,60,N,Distinction
EEE,2013J,110461,M,Scotland,HE_Qualification,10-20,0-35,0,80,N,Withdrawn
EEE,2013J,111383,M,London_Region,Lower_Than_A_Level,50-60,35-55,0,60,N,Withdrawn
EEE,2013J,113698,M,South_West_Region,Lower_Than_A_Level,60-70,0-35,0,30,N,Fail
EEE,2013J,113824,M,East_Anglian_Region,Lower_Than_A_Level,90-100,0-35,0,120,Y,Fail
EEE,2013J,117197,F,South_Region,A_Level_or_Equivalent,40-50,0-35,0,130,N,Pass
EEE,2013J,125619,M,East_Anglian_Region,Lower_Than_A_Level,30-40,0-35,0,60,Y,Withdrawn
EEE,2013J,126337,M,West_Midlands_Region,Lower_Than_A_Level,20-30,0-35,0,90,N,Withdrawn
EEE,2013J,128929,F,North_Region,A_Level_or_Equivalent,10-20,0-35,0,145,N,Distinction
EEE,2013J,132123,M,South_East_Region,HE_Qualification,90-100,0-35,0,60,N,Pass
EEE,2013J,134982,M,Wales,Lower_Than_A_Level,90-100,0-35,0,60,N,Pass
EEE,2013J,140060,M,West_Midlands_Region,A_Level_or_Equivalent,90-100,35-55,0,50,N,Distinction
EEE,2013J,140518,M,West_Midlands_Region,Lower_Than_A_Level,80-90,0-35,0,60,N,Fail
EEE,2013J,141301,M,West_Midlands_Region,Lower_Than_A_Level,10-20,0-35,0,150,N,Withdrawn
EEE,2013J,143711,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,0,60,N,Distinction
EEE,2013J,144448,M,North_Western_Region,Lower_Than_A_Level,30-40,35-55,0,110,N,Distinction
EEE,2013J,146125,M,Yorkshire_Region,Lower_Than_A_Level,80-90,0-35,0,60,N,Withdrawn
EEE,2013J,146974,F,London_Region,A_Level_or_Equivalent,10-20,0-35,0,90,N,Pass
EEE,2013J,153788,M,North_Western_Region,No_Formal_quals,20-30,0-35,0,60,N,Fail
EEE,2013J,160536,F,South_Region,Lower_Than_A_Level,30-40,0-35,0,180,Y,Pass
EEE,2013J,164968,M,Scotland,HE_Qualification,90-100,0-35,0,45,N,Pass
